,statement,1,2,3,4,5,6,7,8,score
27561,5-0/25=5,5,-,0,/,2,5,=,5,6
27562,5+0*25=5,5,+,0,*,2,5,=,5,6
27563,5+0/25=5,5,+,0,/,2,5,=,5,6
27564,5*0*26=0,5,*,0,*,2,6,=,0,6
27565,5*0/26=0,5,*,0,/,2,6,=,0,7
27566,5-0*26=5,5,-,0,*,2,6,=,5,7
27567,5-0/26=5,5,-,0,/,2,6,=,5,7
27568,5+0*26=5,5,+,0,*,2,6,=,5,7
27569,5+0/26=5,5,+,0,/,2,6,=,5,7
27570,5*0*27=0,5,*,0,*,2,7,=,0,6
27571,5*0/27=0,5,*,0,/,2,7,=,0,7
27572,5-0*27=5,5,-,0,*,2,7,=,5,7
27573,5-0/27=5,5,-,0,/,2,7,=,5,7
27574,5+0*27=5,5,+,0,*,2,7,=,5,7
27575,5+0/27=5,5,+,0,/,2,7,=,5,7
27576,5*0*28=0,5,*,0,*,2,8,=,0,6
27577,5*0/28=0,5,*,0,/,2,8,=,0,7
27578,5-0*28=5,5,-,0,*,2,8,=,5,7
27579,5-0/28=5,5,-,0,/,2,8,=,5,7
27580,5+0*28=5,5,+,0,*,2,8,=,5,7
27581,5+0/28=5,5,+,0,/,2,8,=,5,7
27582,5*0*29=0,5,*,0,*,2,9,=,0,6
27583,5*0/29=0,5,*,0,/,2,9,=,0,7
27584,5-0*29=5,5,-,0,*,2,9,=,5,7
27585,5-0/29=5,5,-,0,/,2,9,=,5,7
27586,5+0*29=5,5,+,0,*,2,9,=,5,7
27587,5+0/29=5,5,+,0,/,2,9,=,5,7
27588,5*0*30=0,5,*,0,*,3,0,=,0,5
27589,5*0/30=0,5,*,0,/,3,0,=,0,6
27590,5-0*30=5,5,-,0,*,3,0,=,5,6
27591,5-0/30=5,5,-,0,/,3,0,=,5,6
27592,5+0*30=5,5,+,0,*,3,0,=,5,6
27593,5+0/30=5,5,+,0,/,3,0,=,5,6
27594,5*0*31=0,5,*,0,*,3,1,=,0,6
27595,5*0/31=0,5,*,0,/,3,1,=,0,7
27596,5-0*31=5,5,-,0,*,3,1,=,5,7
27597,5-0/31=5,5,-,0,/,3,1,=,5,7
27598,5+0*31=5,5,+,0,*,3,1,=,5,7
27599,5+0/31=5,5,+,0,/,3,1,=,5,7
27600,5*0*32=0,5,*,0,*,3,2,=,0,6
27601,5*0/32=0,5,*,0,/,3,2,=,0,7
27602,5-0*32=5,5,-,0,*,3,2,=,5,7
27603,5-0/32=5,5,-,0,/,3,2,=,5,7
27604,5+0*32=5,5,+,0,*,3,2,=,5,7
27605,5+0/32=5,5,+,0,/,3,2,=,5,7
27606,5*0*33=0,5,*,0,*,3,3,=,0,5
27607,5*0/33=0,5,*,0,/,3,3,=,0,6
27608,5-0*33=5,5,-,0,*,3,3,=,5,6
27609,5-0/33=5,5,-,0,/,3,3,=,5,6
27610,5+0*33=5,5,+,0,*,3,3,=,5,6
27611,5+0/33=5,5,+,0,/,3,3,=,5,6
27612,5*0*34=0,5,*,0,*,3,4,=,0,6
27613,5*0/34=0,5,*,0,/,3,4,=,0,7
27614,5-0*34=5,5,-,0,*,3,4,=,5,7
27615,5-0/34=5,5,-,0,/,3,4,=,5,7
27616,5+0*34=5,5,+,0,*,3,4,=,5,7
27617,5+0/34=5,5,+,0,/,3,4,=,5,7
27618,5*0*35=0,5,*,0,*,3,5,=,0,5
27619,5*0/35=0,5,*,0,/,3,5,=,0,6
27620,5-0*35=5,5,-,0,*,3,5,=,5,6
27621,5-0/35=5,5,-,0,/,3,5,=,5,6
27622,5+0*35=5,5,+,0,*,3,5,=,5,6
27623,5+0/35=5,5,+,0,/,3,5,=,5,6
27624,5*0*36=0,5,*,0,*,3,6,=,0,6
27625,5*0/36=0,5,*,0,/,3,6,=,0,7
27626,5-0*36=5,5,-,0,*,3,6,=,5,7
27627,5-0/36=5,5,-,0,/,3,6,=,5,7
27628,5+0*36=5,5,+,0,*,3,6,=,5,7
27629,5+0/36=5,5,+,0,/,3,6,=,5,7
27630,5*0*37=0,5,*,0,*,3,7,=,0,6
27631,5*0/37=0,5,*,0,/,3,7,=,0,7
27632,5-0*37=5,5,-,0,*,3,7,=,5,7
27633,5-0/37=5,5,-,0,/,3,7,=,5,7
27634,5+0*37=5,5,+,0,*,3,7,=,5,7
27635,5+0/37=5,5,+,0,/,3,7,=,5,7
27636,5*0*38=0,5,*,0,*,3,8,=,0,6
27637,5*0/38=0,5,*,0,/,3,8,=,0,7
27638,5-0*38=5,5,-,0,*,3,8,=,5,7
27639,5-0/38=5,5,-,0,/,3,8,=,5,7
27640,5+0*38=5,5,+,0,*,3,8,=,5,7
27641,5+0/38=5,5,+,0,/,3,8,=,5,7
27642,5*0*39=0,5,*,0,*,3,9,=,0,6
27643,5*0/39=0,5,*,0,/,3,9,=,0,7
27644,5-0*39=5,5,-,0,*,3,9,=,5,7
27645,5-0/39=5,5,-,0,/,3,9,=,5,7
27646,5+0*39=5,5,+,0,*,3,9,=,5,7
27647,5+0/39=5,5,+,0,/,3,9,=,5,7
27648,5*0*40=0,5,*,0,*,4,0,=,0,5
27649,5*0/40=0,5,*,0,/,4,0,=,0,6
27650,5-0*40=5,5,-,0,*,4,0,=,5,6
27651,5-0/40=5,5,-,0,/,4,0,=,5,6
27652,5+0*40=5,5,+,0,*,4,0,=,5,6
27653,5+0/40=5,5,+,0,/,4,0,=,5,6
27654,5*0*41=0,5,*,0,*,4,1,=,0,6
27655,5*0/41=0,5,*,0,/,4,1,=,0,7
27656,5-0*41=5,5,-,0,*,4,1,=,5,7
27657,5-0/41=5,5,-,0,/,4,1,=,5,7
27658,5+0*41=5,5,+,0,*,4,1,=,5,7
27659,5+0/41=5,5,+,0,/,4,1,=,5,7
27660,5*0*42=0,5,*,0,*,4,2,=,0,6
27661,5*0/42=0,5,*,0,/,4,2,=,0,7
27662,5-0*42=5,5,-,0,*,4,2,=,5,7
27663,5-0/42=5,5,-,0,/,4,2,=,5,7
27664,5+0*42=5,5,+,0,*,4,2,=,5,7
27665,5+0/42=5,5,+,0,/,4,2,=,5,7
27666,5*0*43=0,5,*,0,*,4,3,=,0,6
27667,5*0/43=0,5,*,0,/,4,3,=,0,7
27668,5-0*43=5,5,-,0,*,4,3,=,5,7
27669,5-0/43=5,5,-,0,/,4,3,=,5,7
27670,5+0*43=5,5,+,0,*,4,3,=,5,7
27671,5+0/43=5,5,+,0,/,4,3,=,5,7
27672,5*0*44=0,5,*,0,*,4,4,=,0,5
27673,5*0/44=0,5,*,0,/,4,4,=,0,6
27674,5-0*44=5,5,-,0,*,4,4,=,5,6
27675,5-0/44=5,5,-,0,/,4,4,=,5,6
27676,5+0*44=5,5,+,0,*,4,4,=,5,6
27677,5+0/44=5,5,+,0,/,4,4,=,5,6
27678,5*0*45=0,5,*,0,*,4,5,=,0,5
27679,5*0/45=0,5,*,0,/,4,5,=,0,6
27680,5-0*45=5,5,-,0,*,4,5,=,5,6
27681,5-0/45=5,5,-,0,/,4,5,=,5,6
27682,5+0*45=5,5,+,0,*,4,5,=,5,6
27683,5+0/45=5,5,+,0,/,4,5,=,5,6
27684,5*0*46=0,5,*,0,*,4,6,=,0,6
27685,5*0/46=0,5,*,0,/,4,6,=,0,7
27686,5-0*46=5,5,-,0,*,4,6,=,5,7
27687,5-0/46=5,5,-,0,/,4,6,=,5,7
27688,5+0*46=5,5,+,0,*,4,6,=,5,7
27689,5+0/46=5,5,+,0,/,4,6,=,5,7
27690,5*0*47=0,5,*,0,*,4,7,=,0,6
27691,5*0/47=0,5,*,0,/,4,7,=,0,7
27692,5-0*47=5,5,-,0,*,4,7,=,5,7
27693,5-0/47=5,5,-,0,/,4,7,=,5,7
27694,5+0*47=5,5,+,0,*,4,7,=,5,7
27695,5+0/47=5,5,+,0,/,4,7,=,5,7
27696,5*0*48=0,5,*,0,*,4,8,=,0,6
27697,5*0/48=0,5,*,0,/,4,8,=,0,7
27698,5-0*48=5,5,-,0,*,4,8,=,5,7
27699,5-0/48=5,5,-,0,/,4,8,=,5,7
27700,5+0*48=5,5,+,0,*,4,8,=,5,7
27701,5+0/48=5,5,+,0,/,4,8,=,5,7
27702,5*0*49=0,5,*,0,*,4,9,=,0,6
27703,5*0/49=0,5,*,0,/,4,9,=,0,7
27704,5-0*49=5,5,-,0,*,4,9,=,5,7
27705,5-0/49=5,5,-,0,/,4,9,=,5,7
27706,5+0*49=5,5,+,0,*,4,9,=,5,7
27707,5+0/49=5,5,+,0,/,4,9,=,5,7
27708,5*0*50=0,5,*,0,*,5,0,=,0,4
27709,5*0/50=0,5,*,0,/,5,0,=,0,5
27710,5-0*50=5,5,-,0,*,5,0,=,5,5
27711,5-0/50=5,5,-,0,/,5,0,=,5,5
27712,5+0*50=5,5,+,0,*,5,0,=,5,5
27713,5+0/50=5,5,+,0,/,5,0,=,5,5
27714,5*0*51=0,5,*,0,*,5,1,=,0,5
27715,5*0/51=0,5,*,0,/,5,1,=,0,6
27716,5-0*51=5,5,-,0,*,5,1,=,5,6
27717,5-0/51=5,5,-,0,/,5,1,=,5,6
27718,5+0*51=5,5,+,0,*,5,1,=,5,6
27719,5+0/51=5,5,+,0,/,5,1,=,5,6
27720,5*0*52=0,5,*,0,*,5,2,=,0,5
27721,5*0/52=0,5,*,0,/,5,2,=,0,6
27722,5-0*52=5,5,-,0,*,5,2,=,5,6
27723,5-0/52=5,5,-,0,/,5,2,=,5,6
27724,5+0*52=5,5,+,0,*,5,2,=,5,6
27725,5+0/52=5,5,+,0,/,5,2,=,5,6
27726,5*0*53=0,5,*,0,*,5,3,=,0,5
27727,5*0/53=0,5,*,0,/,5,3,=,0,6
27728,5-0*53=5,5,-,0,*,5,3,=,5,6
27729,5-0/53=5,5,-,0,/,5,3,=,5,6
27730,5+0*53=5,5,+,0,*,5,3,=,5,6
27731,5+0/53=5,5,+,0,/,5,3,=,5,6
27732,5*0*54=0,5,*,0,*,5,4,=,0,5
27733,5*0/54=0,5,*,0,/,5,4,=,0,6
27734,5-0*54=5,5,-,0,*,5,4,=,5,6
27735,5-0/54=5,5,-,0,/,5,4,=,5,6
27736,5+0*54=5,5,+,0,*,5,4,=,5,6
27737,5+0/54=5,5,+,0,/,5,4,=,5,6
27738,5*0*55=0,5,*,0,*,5,5,=,0,4
27739,5*0/55=0,5,*,0,/,5,5,=,0,5
27740,5-0*55=5,5,-,0,*,5,5,=,5,5
27741,5-0/55=5,5,-,0,/,5,5,=,5,5
27742,5+0*55=5,5,+,0,*,5,5,=,5,5
27743,5+0/55=5,5,+,0,/,5,5,=,5,5
27744,5*0*56=0,5,*,0,*,5,6,=,0,5
27745,5*0/56=0,5,*,0,/,5,6,=,0,6
27746,5-0*56=5,5,-,0,*,5,6,=,5,6
27747,5-0/56=5,5,-,0,/,5,6,=,5,6
27748,5+0*56=5,5,+,0,*,5,6,=,5,6
27749,5+0/56=5,5,+,0,/,5,6,=,5,6
27750,5*0*57=0,5,*,0,*,5,7,=,0,5
27751,5*0/57=0,5,*,0,/,5,7,=,0,6
27752,5-0*57=5,5,-,0,*,5,7,=,5,6
27753,5-0/57=5,5,-,0,/,5,7,=,5,6
27754,5+0*57=5,5,+,0,*,5,7,=,5,6
27755,5+0/57=5,5,+,0,/,5,7,=,5,6
27756,5*0*58=0,5,*,0,*,5,8,=,0,5
27757,5*0/58=0,5,*,0,/,5,8,=,0,6
27758,5-0*58=5,5,-,0,*,5,8,=,5,6
27759,5-0/58=5,5,-,0,/,5,8,=,5,6
27760,5+0*58=5,5,+,0,*,5,8,=,5,6
27761,5+0/58=5,5,+,0,/,5,8,=,5,6
27762,5*0*59=0,5,*,0,*,5,9,=,0,5
27763,5*0/59=0,5,*,0,/,5,9,=,0,6
27764,5-0*59=5,5,-,0,*,5,9,=,5,6
27765,5-0/59=5,5,-,0,/,5,9,=,5,6
27766,5+0*59=5,5,+,0,*,5,9,=,5,6
27767,5+0/59=5,5,+,0,/,5,9,=,5,6
27768,5*0*60=0,5,*,0,*,6,0,=,0,5
27769,5*0/60=0,5,*,0,/,6,0,=,0,6
27770,5-0*60=5,5,-,0,*,6,0,=,5,6
27771,5-0/60=5,5,-,0,/,6,0,=,5,6
27772,5+0*60=5,5,+,0,*,6,0,=,5,6
27773,5+0/60=5,5,+,0,/,6,0,=,5,6
27774,5*0*61=0,5,*,0,*,6,1,=,0,6
27775,5*0/61=0,5,*,0,/,6,1,=,0,7
27776,5-0*61=5,5,-,0,*,6,1,=,5,7
27777,5-0/61=5,5,-,0,/,6,1,=,5,7
27778,5+0*61=5,5,+,0,*,6,1,=,5,7
27779,5+0/61=5,5,+,0,/,6,1,=,5,7
27780,5*0*62=0,5,*,0,*,6,2,=,0,6
27781,5*0/62=0,5,*,0,/,6,2,=,0,7
27782,5-0*62=5,5,-,0,*,6,2,=,5,7
27783,5-0/62=5,5,-,0,/,6,2,=,5,7
27784,5+0*62=5,5,+,0,*,6,2,=,5,7
27785,5+0/62=5,5,+,0,/,6,2,=,5,7
27786,5*0*63=0,5,*,0,*,6,3,=,0,6
27787,5*0/63=0,5,*,0,/,6,3,=,0,7
27788,5-0*63=5,5,-,0,*,6,3,=,5,7
27789,5-0/63=5,5,-,0,/,6,3,=,5,7
27790,5+0*63=5,5,+,0,*,6,3,=,5,7
27791,5+0/63=5,5,+,0,/,6,3,=,5,7
27792,5*0*64=0,5,*,0,*,6,4,=,0,6
27793,5*0/64=0,5,*,0,/,6,4,=,0,7
27794,5-0*64=5,5,-,0,*,6,4,=,5,7
27795,5-0/64=5,5,-,0,/,6,4,=,5,7
27796,5+0*64=5,5,+,0,*,6,4,=,5,7
27797,5+0/64=5,5,+,0,/,6,4,=,5,7
27798,5*0*65=0,5,*,0,*,6,5,=,0,5
27799,5*0/65=0,5,*,0,/,6,5,=,0,6
27800,5-0*65=5,5,-,0,*,6,5,=,5,6
27801,5-0/65=5,5,-,0,/,6,5,=,5,6
27802,5+0*65=5,5,+,0,*,6,5,=,5,6
27803,5+0/65=5,5,+,0,/,6,5,=,5,6
27804,5*0*66=0,5,*,0,*,6,6,=,0,5
27805,5*0/66=0,5,*,0,/,6,6,=,0,6
27806,5-0*66=5,5,-,0,*,6,6,=,5,6
27807,5-0/66=5,5,-,0,/,6,6,=,5,6
27808,5+0*66=5,5,+,0,*,6,6,=,5,6
27809,5+0/66=5,5,+,0,/,6,6,=,5,6
27810,5*0*67=0,5,*,0,*,6,7,=,0,6
27811,5*0/67=0,5,*,0,/,6,7,=,0,7
27812,5-0*67=5,5,-,0,*,6,7,=,5,7
27813,5-0/67=5,5,-,0,/,6,7,=,5,7
27814,5+0*67=5,5,+,0,*,6,7,=,5,7
27815,5+0/67=5,5,+,0,/,6,7,=,5,7
27816,5*0*68=0,5,*,0,*,6,8,=,0,6
27817,5*0/68=0,5,*,0,/,6,8,=,0,7
27818,5-0*68=5,5,-,0,*,6,8,=,5,7
27819,5-0/68=5,5,-,0,/,6,8,=,5,7
27820,5+0*68=5,5,+,0,*,6,8,=,5,7
27821,5+0/68=5,5,+,0,/,6,8,=,5,7
27822,5*0*69=0,5,*,0,*,6,9,=,0,6
27823,5*0/69=0,5,*,0,/,6,9,=,0,7
27824,5-0*69=5,5,-,0,*,6,9,=,5,7
27825,5-0/69=5,5,-,0,/,6,9,=,5,7
27826,5+0*69=5,5,+,0,*,6,9,=,5,7
27827,5+0/69=5,5,+,0,/,6,9,=,5,7
27828,5*0*70=0,5,*,0,*,7,0,=,0,5
27829,5*0/70=0,5,*,0,/,7,0,=,0,6
27830,5-0*70=5,5,-,0,*,7,0,=,5,6
27831,5-0/70=5,5,-,0,/,7,0,=,5,6
27832,5+0*70=5,5,+,0,*,7,0,=,5,6
27833,5+0/70=5,5,+,0,/,7,0,=,5,6
27834,5*0*71=0,5,*,0,*,7,1,=,0,6
27835,5*0/71=0,5,*,0,/,7,1,=,0,7
27836,5-0*71=5,5,-,0,*,7,1,=,5,7
27837,5-0/71=5,5,-,0,/,7,1,=,5,7
27838,5+0*71=5,5,+,0,*,7,1,=,5,7
27839,5+0/71=5,5,+,0,/,7,1,=,5,7
27840,5*0*72=0,5,*,0,*,7,2,=,0,6
27841,5*0/72=0,5,*,0,/,7,2,=,0,7
27842,5-0*72=5,5,-,0,*,7,2,=,5,7
27843,5-0/72=5,5,-,0,/,7,2,=,5,7
27844,5+0*72=5,5,+,0,*,7,2,=,5,7
27845,5+0/72=5,5,+,0,/,7,2,=,5,7
27846,5*0*73=0,5,*,0,*,7,3,=,0,6
27847,5*0/73=0,5,*,0,/,7,3,=,0,7
27848,5-0*73=5,5,-,0,*,7,3,=,5,7
27849,5-0/73=5,5,-,0,/,7,3,=,5,7
27850,5+0*73=5,5,+,0,*,7,3,=,5,7
27851,5+0/73=5,5,+,0,/,7,3,=,5,7
27852,5*0*74=0,5,*,0,*,7,4,=,0,6
27853,5*0/74=0,5,*,0,/,7,4,=,0,7
27854,5-0*74=5,5,-,0,*,7,4,=,5,7
27855,5-0/74=5,5,-,0,/,7,4,=,5,7
27856,5+0*74=5,5,+,0,*,7,4,=,5,7
27857,5+0/74=5,5,+,0,/,7,4,=,5,7
27858,5*0*75=0,5,*,0,*,7,5,=,0,5
27859,5*0/75=0,5,*,0,/,7,5,=,0,6
27860,5-0*75=5,5,-,0,*,7,5,=,5,6
27861,5-0/75=5,5,-,0,/,7,5,=,5,6
27862,5+0*75=5,5,+,0,*,7,5,=,5,6
27863,5+0/75=5,5,+,0,/,7,5,=,5,6
27864,5*0*76=0,5,*,0,*,7,6,=,0,6
27865,5*0/76=0,5,*,0,/,7,6,=,0,7
27866,5-0*76=5,5,-,0,*,7,6,=,5,7
27867,5-0/76=5,5,-,0,/,7,6,=,5,7
27868,5+0*76=5,5,+,0,*,7,6,=,5,7
27869,5+0/76=5,5,+,0,/,7,6,=,5,7
27870,5*0*77=0,5,*,0,*,7,7,=,0,5
27871,5*0/77=0,5,*,0,/,7,7,=,0,6
27872,5-0*77=5,5,-,0,*,7,7,=,5,6
27873,5-0/77=5,5,-,0,/,7,7,=,5,6
27874,5+0*77=5,5,+,0,*,7,7,=,5,6
27875,5+0/77=5,5,+,0,/,7,7,=,5,6
27876,5*0*78=0,5,*,0,*,7,8,=,0,6
27877,5*0/78=0,5,*,0,/,7,8,=,0,7
27878,5-0*78=5,5,-,0,*,7,8,=,5,7
27879,5-0/78=5,5,-,0,/,7,8,=,5,7
27880,5+0*78=5,5,+,0,*,7,8,=,5,7
27881,5+0/78=5,5,+,0,/,7,8,=,5,7
27882,5*0*79=0,5,*,0,*,7,9,=,0,6
27883,5*0/79=0,5,*,0,/,7,9,=,0,7
27884,5-0*79=5,5,-,0,*,7,9,=,5,7
27885,5-0/79=5,5,-,0,/,7,9,=,5,7
27886,5+0*79=5,5,+,0,*,7,9,=,5,7
27887,5+0/79=5,5,+,0,/,7,9,=,5,7
27888,5*0*80=0,5,*,0,*,8,0,=,0,5
27889,5*0/80=0,5,*,0,/,8,0,=,0,6
27890,5-0*80=5,5,-,0,*,8,0,=,5,6
27891,5-0/80=5,5,-,0,/,8,0,=,5,6
27892,5+0*80=5,5,+,0,*,8,0,=,5,6
27893,5+0/80=5,5,+,0,/,8,0,=,5,6
27894,5*0*81=0,5,*,0,*,8,1,=,0,6
27895,5*0/81=0,5,*,0,/,8,1,=,0,7
27896,5-0*81=5,5,-,0,*,8,1,=,5,7
27897,5-0/81=5,5,-,0,/,8,1,=,5,7
27898,5+0*81=5,5,+,0,*,8,1,=,5,7
27899,5+0/81=5,5,+,0,/,8,1,=,5,7
27900,5*0*82=0,5,*,0,*,8,2,=,0,6
27901,5*0/82=0,5,*,0,/,8,2,=,0,7
27902,5-0*82=5,5,-,0,*,8,2,=,5,7
27903,5-0/82=5,5,-,0,/,8,2,=,5,7
27904,5+0*82=5,5,+,0,*,8,2,=,5,7
27905,5+0/82=5,5,+,0,/,8,2,=,5,7
27906,5*0*83=0,5,*,0,*,8,3,=,0,6
27907,5*0/83=0,5,*,0,/,8,3,=,0,7
27908,5-0*83=5,5,-,0,*,8,3,=,5,7
27909,5-0/83=5,5,-,0,/,8,3,=,5,7
27910,5+0*83=5,5,+,0,*,8,3,=,5,7
27911,5+0/83=5,5,+,0,/,8,3,=,5,7
27912,5*0*84=0,5,*,0,*,8,4,=,0,6
27913,5*0/84=0,5,*,0,/,8,4,=,0,7
27914,5-0*84=5,5,-,0,*,8,4,=,5,7
27915,5-0/84=5,5,-,0,/,8,4,=,5,7
27916,5+0*84=5,5,+,0,*,8,4,=,5,7
27917,5+0/84=5,5,+,0,/,8,4,=,5,7
27918,5*0*85=0,5,*,0,*,8,5,=,0,5
27919,5*0/85=0,5,*,0,/,8,5,=,0,6
27920,5-0*85=5,5,-,0,*,8,5,=,5,6
27921,5-0/85=5,5,-,0,/,8,5,=,5,6
27922,5+0*85=5,5,+,0,*,8,5,=,5,6
27923,5+0/85=5,5,+,0,/,8,5,=,5,6
27924,5*0*86=0,5,*,0,*,8,6,=,0,6
27925,5*0/86=0,5,*,0,/,8,6,=,0,7
27926,5-0*86=5,5,-,0,*,8,6,=,5,7
27927,5-0/86=5,5,-,0,/,8,6,=,5,7
27928,5+0*86=5,5,+,0,*,8,6,=,5,7
27929,5+0/86=5,5,+,0,/,8,6,=,5,7
27930,5*0*87=0,5,*,0,*,8,7,=,0,6
27931,5*0/87=0,5,*,0,/,8,7,=,0,7
27932,5-0*87=5,5,-,0,*,8,7,=,5,7
27933,5-0/87=5,5,-,0,/,8,7,=,5,7
27934,5+0*87=5,5,+,0,*,8,7,=,5,7
27935,5+0/87=5,5,+,0,/,8,7,=,5,7
27936,5*0*88=0,5,*,0,*,8,8,=,0,5
27937,5*0/88=0,5,*,0,/,8,8,=,0,6
27938,5-0*88=5,5,-,0,*,8,8,=,5,6
27939,5-0/88=5,5,-,0,/,8,8,=,5,6
27940,5+0*88=5,5,+,0,*,8,8,=,5,6
27941,5+0/88=5,5,+,0,/,8,8,=,5,6
27942,5*0*89=0,5,*,0,*,8,9,=,0,6
27943,5*0/89=0,5,*,0,/,8,9,=,0,7
27944,5-0*89=5,5,-,0,*,8,9,=,5,7
27945,5-0/89=5,5,-,0,/,8,9,=,5,7
27946,5+0*89=5,5,+,0,*,8,9,=,5,7
27947,5+0/89=5,5,+,0,/,8,9,=,5,7
27948,5*0*90=0,5,*,0,*,9,0,=,0,5
27949,5*0/90=0,5,*,0,/,9,0,=,0,6
27950,5-0*90=5,5,-,0,*,9,0,=,5,6
27951,5-0/90=5,5,-,0,/,9,0,=,5,6
27952,5+0*90=5,5,+,0,*,9,0,=,5,6
27953,5+0/90=5,5,+,0,/,9,0,=,5,6
27954,5*0*91=0,5,*,0,*,9,1,=,0,6
27955,5*0/91=0,5,*,0,/,9,1,=,0,7
27956,5-0*91=5,5,-,0,*,9,1,=,5,7
27957,5-0/91=5,5,-,0,/,9,1,=,5,7
27958,5+0*91=5,5,+,0,*,9,1,=,5,7
27959,5+0/91=5,5,+,0,/,9,1,=,5,7
27960,5*0*92=0,5,*,0,*,9,2,=,0,6
27961,5*0/92=0,5,*,0,/,9,2,=,0,7
27962,5-0*92=5,5,-,0,*,9,2,=,5,7
27963,5-0/92=5,5,-,0,/,9,2,=,5,7
27964,5+0*92=5,5,+,0,*,9,2,=,5,7
27965,5+0/92=5,5,+,0,/,9,2,=,5,7
27966,5*0*93=0,5,*,0,*,9,3,=,0,6
27967,5*0/93=0,5,*,0,/,9,3,=,0,7
27968,5-0*93=5,5,-,0,*,9,3,=,5,7
27969,5-0/93=5,5,-,0,/,9,3,=,5,7
27970,5+0*93=5,5,+,0,*,9,3,=,5,7
27971,5+0/93=5,5,+,0,/,9,3,=,5,7
27972,5*0*94=0,5,*,0,*,9,4,=,0,6
27973,5*0/94=0,5,*,0,/,9,4,=,0,7
27974,5-0*94=5,5,-,0,*,9,4,=,5,7
27975,5-0/94=5,5,-,0,/,9,4,=,5,7
27976,5+0*94=5,5,+,0,*,9,4,=,5,7
27977,5+0/94=5,5,+,0,/,9,4,=,5,7
27978,5*0*95=0,5,*,0,*,9,5,=,0,5
27979,5*0/95=0,5,*,0,/,9,5,=,0,6
27980,5-0*95=5,5,-,0,*,9,5,=,5,6
27981,5-0/95=5,5,-,0,/,9,5,=,5,6
27982,5+0*95=5,5,+,0,*,9,5,=,5,6
27983,5+0/95=5,5,+,0,/,9,5,=,5,6
27984,5*0*96=0,5,*,0,*,9,6,=,0,6
27985,5*0/96=0,5,*,0,/,9,6,=,0,7
27986,5-0*96=5,5,-,0,*,9,6,=,5,7
27987,5-0/96=5,5,-,0,/,9,6,=,5,7
27988,5+0*96=5,5,+,0,*,9,6,=,5,7
27989,5+0/96=5,5,+,0,/,9,6,=,5,7
27990,5*0*97=0,5,*,0,*,9,7,=,0,6
27991,5*0/97=0,5,*,0,/,9,7,=,0,7
27992,5-0*97=5,5,-,0,*,9,7,=,5,7
27993,5-0/97=5,5,-,0,/,9,7,=,5,7
27994,5+0*97=5,5,+,0,*,9,7,=,5,7
27995,5+0/97=5,5,+,0,/,9,7,=,5,7
27996,5*0*98=0,5,*,0,*,9,8,=,0,6
27997,5*0/98=0,5,*,0,/,9,8,=,0,7
27998,5-0*98=5,5,-,0,*,9,8,=,5,7
27999,5-0/98=5,5,-,0,/,9,8,=,5,7
28000,5+0*98=5,5,+,0,*,9,8,=,5,7
28001,5+0/98=5,5,+,0,/,9,8,=,5,7
28002,5*0*99=0,5,*,0,*,9,9,=,0,5
28003,5*0/99=0,5,*,0,/,9,9,=,0,6
28004,5-0*99=5,5,-,0,*,9,9,=,5,6
28005,5-0/99=5,5,-,0,/,9,9,=,5,6
28006,5+0*99=5,5,+,0,*,9,9,=,5,6
28007,5+0/99=5,5,+,0,/,9,9,=,5,6
28008,5*1*2=10,5,*,1,*,2,=,1,0,6
28009,5/1*2=10,5,/,1,*,2,=,1,0,7
28010,5*1*3=15,5,*,1,*,3,=,1,5,5
28011,5/1*3=15,5,/,1,*,3,=,1,5,6
28012,5*1*4=20,5,*,1,*,4,=,2,0,7
28013,5+1+4=10,5,+,1,+,4,=,1,0,6
28014,5/1*4=20,5,/,1,*,4,=,2,0,8
28015,5*1*5=25,5,*,1,*,5,=,2,5,5
28016,5*1+5=10,5,*,1,+,5,=,1,0,6
28017,5-1-5=-1,5,-,1,-,5,=,-,1,4
28018,5+1*5=10,5,+,1,*,5,=,1,0,6
28019,5+1+5=11,5,+,1,+,5,=,1,1,4
28020,5/1*5=25,5,/,1,*,5,=,2,5,6
28021,5/1+5=10,5,/,1,+,5,=,1,0,6
28022,5*1*6=30,5,*,1,*,6,=,3,0,7
28023,5*1-6=-1,5,*,1,-,6,=,-,1,6
28024,5*1+6=11,5,*,1,+,6,=,1,1,6
28025,5-1*6=-1,5,-,1,*,6,=,-,1,6
28026,5-1-6=-2,5,-,1,-,6,=,-,2,6
28027,5-1+6=10,5,-,1,+,6,=,1,0,7
28028,5+1*6=11,5,+,1,*,6,=,1,1,6
28029,5+1+6=12,5,+,1,+,6,=,1,2,6
28030,5/1*6=30,5,/,1,*,6,=,3,0,8
28031,5/1-6=-1,5,/,1,-,6,=,-,1,6
28032,5/1+6=11,5,/,1,+,6,=,1,1,6
28033,5*1*7=35,5,*,1,*,7,=,3,5,6
28034,5*1-7=-2,5,*,1,-,7,=,-,2,7
28035,5*1+7=12,5,*,1,+,7,=,1,2,7
28036,5-1*7=-2,5,-,1,*,7,=,-,2,7
28037,5-1-7=-3,5,-,1,-,7,=,-,3,6
28038,5-1+7=11,5,-,1,+,7,=,1,1,6
28039,5+1*7=12,5,+,1,*,7,=,1,2,7
28040,5+1-7=-1,5,+,1,-,7,=,-,1,6
28041,5+1+7=13,5,+,1,+,7,=,1,3,6
